ConvertedCompYearly,Country,LearnCode,DevType
37834.0,Greece,Online forum and resources,Front-End Developer
,Kyrgyzstan,Online forum and resources,Fullstack Developer
107730.0,Mexico,Online forum and resources,Back-End Developer
32429.0,Romania,Books / Physical media,Front-End Developer
,Norway,Online forum and resources,Front-End Developer
960000.0,United States of America,Coding Bootcamp,Fullstack Developer
97288.0,Ireland,School,Data Scientist
84924.0,Russian Federation,School,Developer_ desktop or enterprise applications
73944.0,Lithuania,Online forum and resources,Fullstack Developer
335304.0,Turkey,Online forum and resources,Front-End Developer
,India,Books / Physical media,Fullstack Developer
49308.0,Turkey,School,Fullstack Developer
27144.0,Romania,Coding Bootcamp,Fullstack Developer
31128.0,Latvia,Online forum and resources,Front-End Developer
,Canada,Coding Bootcamp,Front-End Developer
34452.0,Georgia,School,Mobile Developer
,United States of America,Online forum and resources,Fullstack Developer
10176.0,Georgia,Online forum and resources,Developer_ desktop or enterprise applications
58908.0,Sweden,School,Back-End Developer
42816.0,Argentina,School,Mobile Developer
56292.0,Ethiopia,School,Fullstack Developer
174000.0,United States of America,School,Mobile Developer
64287.0,Canada,Online forum and resources,Front-End Developer
112068.0,Israel,School,Developer_ embedded applications or devices
1140672.0,Norway,Online Courses or Certification,Front-End Developer
,Russian Federation,Online forum and resources,Fullstack Developer
,Pakistan,Online forum and resources,Front-End Developer
54480.0,Finland,School,DevOps specialist
,Israel,"Colleague, friend or family",Fullstack Developer
77832.0,Greece,Online forum and resources,Mobile Developer
36372.0,Romania,Online forum and resources,Fullstack Developer
175000.0,United States of America,Coding Bootcamp,Engineering manager
18996.0,Romania,School,Developer_ desktop or enterprise applications
200000.0,United States of America,School,Fullstack Developer
300000.0,United States of America,"Colleague, friend or family",Senior Executive (C-Suite_ VP_ etc.)
48000.0,Ukraine,"Colleague, friend or family",Mobile Developer
5304.0,Georgia,Coding Bootcamp,Mobile Developer
100000.0,United States of America,Online forum and resources,Mobile Developer
8880.0,Turkey,Online forum and resources,Front-End Developer
52284.0,Russian Federation,Online forum and resources,Developer_ desktop or enterprise applications
,Georgia,Coding Bootcamp,Front-End Developer
,France,School,Fullstack Developer
51704.0,United Kingdom of Great Britain and Northern Ireland,Online Courses or Certification,Front-End Developer
,Georgia,Coding Bootcamp,System administrator
60505.0,Canada,School,Fullstack Developer
,United States of America,Online forum and resources,Front-End Developer
105700.0,United States of America,Coding Bootcamp,Fullstack Developer
120000.0,United States of America,Online forum and resources,Data Scientist
200000.0,United States of America,School,Fullstack Developer
67200.0,Ukraine,Online forum and resources,Database administrator
132000.0,Israel,Online forum and resources,Front-End Developer
,United States of America,Coding Bootcamp,Front-End Developer
,India,Online forum and resources,Back-End Developer
89200.0,France,School,Developer_ desktop or enterprise applications
13260.0,Bulgaria,Coding Bootcamp,Front-End Developer
,Netherlands,"Colleague, friend or family",Front-End Developer
5448.0,Brazil,School,Fullstack Developer
21708.0,Romania,School,Front-End Developer
80000.0,United States of America,Coding Bootcamp,Engineer_ data
,Greece,Online Courses or Certification,Back-End Developer
43224.0,Russian Federation,School,Back-End Developer
131500.0,United States of America,Online forum and resources,Fullstack Developer
,Germany,School,Developer_ embedded applications or devices
61693.0,United States of America,Online forum and resources,Mobile Developer
,United States of America,Online forum and resources,Fullstack Developer
,India,Online forum and resources,Fullstack Developer
,United States of America,School,Back-End Developer
,United States of America,School,Fullstack Developer
11353.0,Argentina,"Colleague, friend or family",Mobile Developer
12720.0,Georgia,Online forum and resources,Front-End Developer
68500.0,United States of America,School,Front-End Developer
140088.0,Israel,Online forum and resources,Back-End Developer
48000.0,Lithuania,School,Fullstack Developer
50880.0,Georgia,School,Back-End Developer
94692.0,Ireland,Online forum and resources,Back-End Developer
51888.0,Netherlands,Books / Physical media,Developer_ desktop or enterprise applications
185000.0,United States of America,School,Developer_ desktop or enterprise applications
107000.0,United States of America,School,Front-End Developer
135000.0,United States of America,Online forum and resources,Mobile Developer
12144.0,Poland,Online forum and resources,Front-End Developer
55632.0,Romania,Online forum and resources,Back-End Developer
,Finland,Online forum and resources,Fullstack Developer
116333.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Back-End Developer
,Germany,"Colleague, friend or family",DevOps specialist
16956.0,Georgia,Coding Bootcamp,Back-End Developer
,Latvia,Online forum and resources,Developer_ QA or test
20688.0,Mexico,Online forum and resources,Fullstack Developer
47826.0,United Kingdom of Great Britain and Northern Ireland,School,Fullstack Developer
56616.0,Russian Federation,Online forum and resources,Back-End Developer
36708.0,Ukraine,Online forum and resources,Developer_ desktop or enterprise applications
97000.0,United States of America,Coding Bootcamp,Front-End Developer
,Greece,"Colleague, friend or family",Academic researcher
,Russian Federation,Online forum and resources,System administrator
183000.0,United States of America,Online forum and resources,Fullstack Developer
250000.0,United States of America,Online forum and resources,Fullstack Developer
69608.0,United States of America,Online forum and resources,Mobile Developer
,United States of America,Online forum and resources,Front-End Developer
26712.0,Georgia,"Colleague, friend or family",Fullstack Developer
,Russian Federation,School,Developer_ desktop or enterprise applications
235000.0,United States of America,Online forum and resources,Engineer_ data
41112.0,Ukraine,Online forum and resources,Mobile Developer
18876.0,Kazakhstan,Online forum and resources,Developer_ desktop or enterprise applications
65000.0,United States of America,Coding Bootcamp,Fullstack Developer
73473.0,New Zealand,Coding Bootcamp,Developer_ desktop or enterprise applications
189078.0,Canada,School,Fullstack Developer
,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Engineer_ data
52848.0,Russian Federation,Online forum and resources,Back-End Developer
79862.0,New Zealand,School,Back-End Developer
120000.0,United States of America,Online forum and resources,Mobile Developer
33732.0,France,Online Courses or Certification,Academic researcher
63564.0,Finland,"Colleague, friend or family",Front-End Developer
234457.0,Canada,School,Back-End Developer
,United States of America,Online forum and resources,Mobile Developer
11448.0,Georgia,Online forum and resources,Front-End Developer
353.0,"Venezuela, Bolivarian Republic of...",Online forum and resources,Mobile Developer
18351.0,Guatemala,"Colleague, friend or family",Mobile Developer
,United States of America,Books / Physical media,Back-End Developer
189078.0,Canada,Online forum and resources,Back-End Developer
95000.0,United States of America,School,Fullstack Developer
15816.0,Senegal,Online forum and resources,Fullstack Developer
130000.0,United States of America,Coding Bootcamp,Front-End Developer
66200.0,United States of America,Online forum and resources,Front-End Developer
168000.0,United States of America,Online forum and resources,Engineer_ data
62124.0,Turkey,School,Developer_ game or graphics
47826.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
64287.0,Canada,Online forum and resources,Developer_ QA or test
36720.0,Brazil,Coding Bootcamp,Fullstack Developer
24744.0,Brazil,Coding Bootcamp,Front-End Developer
16500.0,United States of America,Online forum and resources,Back-End Developer
84000.0,Brazil,Other,Mobile Developer
,Bangladesh,Online forum and resources,Mobile Developer
,Russian Federation,Online forum and resources,Front-End Developer
30240.0,Brazil,Online forum and resources,Mobile Developer
31000.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
,United States of America,"Colleague, friend or family",Data Analyst
,Canada,Online forum and resources,Fullstack Developer
135000.0,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
,United States of America,Online forum and resources,Engineer_ data
15096.0,Brazil,Online forum and resources,Front-End Developer
48408.0,Bulgaria,Online forum and resources,Back-End Developer
76668.0,New Zealand,School,Mobile Developer
,"Venezuela, Bolivarian Republic of...","Colleague, friend or family",Fullstack Developer
21204.0,Georgia,Online forum and resources,Mobile Developer
1000000.0,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
135000.0,United States of America,Coding Bootcamp,Front-End Developer
85000.0,United States of America,Online forum and resources,Front-End Developer
6924.0,Egypt,Online forum and resources,Fullstack Developer
65340.0,Canada,Online forum and resources,Data Scientist
110000.0,United States of America,Online forum and resources,Fullstack Developer
15564.0,The former Yugoslav Republic of Macedonia,School,Fullstack Developer
55000.0,Russian Federation,Online forum and resources,Mobile Developer
,Brazil,Online forum and resources,Data Scientist
220000.0,United States of America,School,Fullstack Developer
,Bangladesh,School,Academic researcher
79500.0,United States of America,School,Developer_ desktop or enterprise applications
63600.0,Georgia,School,Mobile Developer
50208.0,Romania,School,Front-End Developer
,India,Books / Physical media,Front-End Developer
64630.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Back-End Developer
27923.0,India,Coding Bootcamp,Developer_ desktop or enterprise applications
,India,"Colleague, friend or family",Fullstack Developer
,Singapore,Coding Bootcamp,Product Manager
25944.0,Spain,Online forum and resources,Developer_ desktop or enterprise applications
75000.0,United States of America,"Colleague, friend or family",System administrator
,Austria,School,Fullstack Developer
6360.0,Georgia,Online forum and resources,Front-End Developer
29580.0,Turkey,Online forum and resources,Fullstack Developer
,India,Online forum and resources,Developer_ desktop or enterprise applications
67084.0,New Zealand,Coding Bootcamp,Engineer_ data
25644.0,Turkey,Online forum and resources,Fullstack Developer
100000.0,United States of America,Online forum and resources,Fullstack Developer
32424.0,Netherlands,Online forum and resources,Front-End Developer
,Georgia,Online forum and resources,Mobile Developer
430980.0,Bulgaria,Online forum and resources,Back-End Developer
65052.0,Sweden,Online forum and resources,Front-End Developer
49296.0,Slovenia,Online forum and resources,Front-End Developer
,Georgia,"Colleague, friend or family",Front-End Developer
71000.0,United States of America,Online forum and resources,Data Scientist
167500.0,United States of America,Online forum and resources,Mobile Developer
53640.0,South Africa,School,Front-End Developer
30000.0,United States of America,Online forum and resources,Fullstack Developer
67021.0,Germany,Online forum and resources,Fullstack Developer
110000.0,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
18000.0,United States of America,Online forum and resources,Back-End Developer
51960.0,Czech Republic,Online forum and resources,Fullstack Developer
56292.0,Bosnia and Herzegovina,School,Fullstack Developer
57612.0,France,Coding Bootcamp,Fullstack Developer
45401.0,Germany,Other,Mobile Developer
,Slovakia,Coding Bootcamp,Front-End Developer
18156.0,Serbia,Online forum and resources,Front-End Developer
8484.0,Georgia,Online forum and resources,Front-End Developer
82336.0,Germany,Online Courses or Certification,Developer_ embedded applications or devices
6000.0,Colombia,Online forum and resources,Front-End Developer
45564.0,Poland,Online forum and resources,Back-End Developer
47563.0,France,School,Fullstack Developer
45401.0,France,Coding Bootcamp,Back-End Developer
64859.0,Kosovo,School,Fullstack Developer
,Georgia,Online forum and resources,Database administrator
45348.0,Netherlands,Coding Bootcamp,Front-End Developer
90802.0,Germany,Books / Physical media,Fullstack Developer
111625.0,United States of America,School,Fullstack Developer
,Greece,Online Courses or Certification,Front-End Developer
19452.0,Kosovo,Online forum and resources,Mobile Developer
92964.0,Netherlands,Online forum and resources,Front-End Developer
44100.0,Netherlands,Online forum and resources,Mobile Developer
35672.0,France,Online forum and resources,Data Scientist
47563.0,France,Online forum and resources,Fullstack Developer
185000.0,United States of America,Coding Bootcamp,Fullstack Developer
90000.0,United States of America,Online forum and resources,Engineer_ data
19500.0,Georgia,Coding Bootcamp,Front-End Developer
81074.0,Germany,Books / Physical media,Back-End Developer
124524.0,Spain,School,Front-End Developer
59454.0,Finland,Online forum and resources,Engineer_ data
76668.0,New Zealand,School,Back-End Developer
17296.0,Germany,Online forum and resources,Fullstack Developer
51888.0,Germany,Online forum and resources,Front-End Developer
27000.0,Germany,Online Courses or Certification,Back-End Developer
129718.0,Germany,School,Front-End Developer
4950.0,Germany,Other,Front-End Developer
,United States of America,School,Fullstack Developer
72365.0,Denmark,Online forum and resources,Front-End Developer
33924.0,Georgia,Other,Front-End Developer
64859.0,Slovenia,Online forum and resources,Back-End Developer
,Germany,Online forum and resources,Fullstack Developer
52103.0,Denmark,Online forum and resources,Developer_ desktop or enterprise applications
10596.0,Georgia,Online forum and resources,Data Scientist
90482.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
500000.0,United States of America,Coding Bootcamp,Fullstack Developer
77685.0,Norway,Online forum and resources,Front-End Developer
,India,Online forum and resources,Engineer_ data
255596.0,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
104316.0,Sweden,"Colleague, friend or family",Back-End Developer
64860.0,France,Online forum and resources,Senior Executive (C-Suite_ VP_ etc.)
67500.0,Sweden,Online forum and resources,Mobile Developer
65000.0,United States of America,Online forum and resources,Front-End Developer
104000.0,United States of America,Online forum and resources,Back-End Developer
81074.0,Germany,Online forum and resources,Fullstack Developer
25944.0,Belgium,Online forum and resources,Fullstack Developer
10920.0,Kenya,School,Data Analyst
25944.0,France,School,Data Scientist
50400.0,Ukraine,Online forum and resources,Fullstack Developer
,Germany,School,Developer_ desktop or enterprise applications
30372.0,Poland,Online forum and resources,Developer_ desktop or enterprise applications
52776.0,Sweden,Online forum and resources,Fullstack Developer
71345.0,Netherlands,Online forum and resources,Front-End Developer
97288.0,Netherlands,School,Fullstack Developer
129718.0,Germany,School,Data Scientist
500000.0,United States of America,"Colleague, friend or family",Engineering manager
95550.0,Switzerland,School,Academic researcher
,Bangladesh,Online Courses or Certification,Fullstack Developer
130000.0,United States of America,School,Fullstack Developer
74970.0,United Kingdom of Great Britain and Northern Ireland,School,Mobile Developer
130257.0,Denmark,Online forum and resources,Front-End Developer
194580.0,Germany,Other,Fullstack Developer
,Hungary,Online forum and resources,Back-End Developer
75000.0,Ukraine,Online forum and resources,Back-End Developer
15674.0,Spain,Online forum and resources,Back-End Developer
46482.0,Italy,School,Fullstack Developer
78552.0,Sweden,Online forum and resources,Developer_ desktop or enterprise applications
46698.0,Spain,Online forum and resources,Mobile Developer
,Switzerland,Online forum and resources,Fullstack Developer
73507.0,Netherlands,Online forum and resources,Front-End Developer
17412.0,Croatia,Other,DevOps specialist
52468.0,Germany,Online forum and resources,Front-End Developer
122580.0,Israel,Online forum and resources,Front-End Developer
104855.0,Belgium,Online forum and resources,Mobile Developer
81074.0,Netherlands,Online forum and resources,Fullstack Developer
69183.0,Luxembourg,School,Developer_ desktop or enterprise applications
94600.0,United Kingdom of Great Britain and Northern Ireland,Coding Bootcamp,Fullstack Developer
31824.0,Serbia,Online forum and resources,Front-End Developer
62592.0,Nomadic,School,Back-End Developer
30372.0,Poland,"Colleague, friend or family",Developer_ desktop or enterprise applications
38916.0,Italy,Online forum and resources,Fullstack Developer
113503.0,Belgium,"Colleague, friend or family",Back-End Developer
46250.0,Switzerland,School,Front-End Developer
38916.0,Slovakia,Online forum and resources,Front-End Developer
11169.0,India,Coding Bootcamp,Fullstack Developer
,Belarus,Coding Bootcamp,Back-End Developer
270000.0,United States of America,School,Back-End Developer
,France,School,Developer_ game or graphics
77832.0,Germany,Online Courses or Certification,Fullstack Developer
18828.0,Poland,Coding Bootcamp,Front-End Developer
137226.0,Switzerland,Books / Physical media,Data Scientist
45216.0,Bangladesh,Online forum and resources,Front-End Developer
38916.0,France,Books / Physical media,Back-End Developer
4008.0,Armenia,Coding Bootcamp,Back-End Developer
54049.0,Netherlands,Other,Mobile Developer
45379.0,Canada,Online forum and resources,Fullstack Developer
47604.0,Finland,School,Developer_ embedded applications or devices
91000.0,United States of America,Coding Bootcamp,Developer_ embedded applications or devices
58344.0,Romania,Online forum and resources,Mobile Developer
51887.0,Germany,Online forum and resources,Fullstack Developer
180.0,Poland,Online forum and resources,Developer_ desktop or enterprise applications
90000.0,United States of America,Online forum and resources,Front-End Developer
80000.0,United States of America,Coding Bootcamp,Mobile Developer
129720.0,Czech Republic,School,Fullstack Developer
59454.0,Malta,Online forum and resources,Fullstack Developer
51887.0,Spain,Books / Physical media,Back-End Developer
90804.0,Germany,School,Fullstack Developer
45396.0,Italy,School,Front-End Developer
44100.0,Belgium,Online forum and resources,Data Analyst
38916.0,France,Online forum and resources,Front-End Developer
42156.0,The former Yugoslav Republic of Macedonia,Online forum and resources,Back-End Developer
57000.0,Ukraine,Online forum and resources,Front-End Developer
,United States of America,Books / Physical media,Mobile Developer
100000.0,United States of America,Other,Mobile Developer
35028.0,Belgium,Coding Bootcamp,Back-End Developer
75669.0,Germany,Online forum and resources,Engineer_ data
128000.0,United States of America,Online forum and resources,Fullstack Developer
28308.0,Russian Federation,Books / Physical media,Mobile Developer
37834.0,Slovakia,School,Fullstack Developer
30267.0,Italy,Online forum and resources,Developer_ desktop or enterprise applications
600000.0,United States of America,Online forum and resources,Product Manager
14124.0,Colombia,School,Fullstack Developer
70264.0,Germany,Online forum and resources,Fullstack Developer
32424.0,Portugal,School,Back-End Developer
51888.0,Germany,"Colleague, friend or family",System administrator
54288.0,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Back-End Developer
,Germany,Online forum and resources,Front-End Developer
15564.0,Slovenia,Online forum and resources,Front-End Developer
100000.0,United States of America,School,Academic researcher
3852.0,Brazil,Online forum and resources,Fullstack Developer
,Ukraine,Online forum and resources,Back-End Developer
48000.0,Germany,School,Developer_ desktop or enterprise applications
64859.0,Germany,"Colleague, friend or family",Back-End Developer
68000.0,United States of America,School,Developer_ desktop or enterprise applications
,Netherlands,Online forum and resources,Fullstack Developer
140000.0,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
90756.0,Canada,Online forum and resources,Mobile Developer
9612.0,South Africa,Online forum and resources,Front-End Developer
6129.0,Israel,Online forum and resources,Developer_ game or graphics
78750.0,United States of America,School,Back-End Developer
350000.0,United States of America,Online forum and resources,Fullstack Developer
24660.0,Turkey,Online forum and resources,Fullstack Developer
108000.0,United States of America,School,Fullstack Developer
121979.0,Switzerland,School,Fullstack Developer
151000.0,United States of America,Online forum and resources,Fullstack Developer
18156.0,Netherlands,Online forum and resources,Back-End Developer
,Netherlands,School,Academic researcher
,Switzerland,Online forum and resources,Mobile Developer
,Hungary,Online forum and resources,Fullstack Developer
100531.0,Germany,Online forum and resources,Mobile Developer
54206.0,Sweden,Online forum and resources,Developer_ desktop or enterprise applications
196000.0,United States of America,Online forum and resources,Back-End Developer
,Canada,School,Back-End Developer
28248.0,Spain,Online forum and resources,Front-End Developer
57072.0,Slovakia,Online forum and resources,Fullstack Developer
58368.0,Germany,Online forum and resources,Fullstack Developer
119500.0,United States of America,Online forum and resources,Back-End Developer
,Germany,Online forum and resources,Developer_ desktop or enterprise applications
46482.0,Spain,Online forum and resources,Mobile Developer
70132.0,Norway,Coding Bootcamp,DevOps specialist
,Norway,School,Fullstack Developer
69660.0,Croatia,Online forum and resources,Fullstack Developer
100000.0,United States of America,School,Back-End Developer
72606.0,Canada,Online forum and resources,Front-End Developer
45300.0,Russian Federation,Online forum and resources,Back-End Developer
49092.0,Sweden,Other,Fullstack Developer
61616.0,Germany,School,Front-End Developer
50000.0,United States of America,School,Developer_ desktop or enterprise applications
56211.0,Italy,"Colleague, friend or family",Mobile Developer
30267.0,Germany,Online forum and resources,Mobile Developer
22644.0,Russian Federation,Online forum and resources,Fullstack Developer
,Sweden,Online forum and resources,Front-End Developer
,Kenya,Other,Mobile Developer
,Turkey,School,Back-End Developer
120000.0,United States of America,Online forum and resources,Fullstack Developer
64859.0,Germany,Online forum and resources,Developer_ QA or test
29779.0,Brazil,Online forum and resources,Fullstack Developer
,New Zealand,Online forum and resources,Back-End Developer
35592.0,Sweden,School,Fullstack Developer
95520.0,Denmark,Online forum and resources,Database administrator
215000.0,United States of America,Online forum and resources,Mobile Developer
16008.0,South Africa,Online forum and resources,Fullstack Developer
49729.0,Bulgaria,Coding Bootcamp,Back-End Developer
129720.0,France,Online forum and resources,Fullstack Developer
77832.0,Netherlands,Online forum and resources,Mobile Developer
54864.0,Sweden,School,Front-End Developer
9876.0,Nigeria,Online forum and resources,Mobile Developer
110000.0,United States of America,Coding Bootcamp,Developer_ desktop or enterprise applications
57072.0,Sweden,Online forum and resources,Front-End Developer
34596.0,Poland,Online forum and resources,Mobile Developer
51.0,Spain,School,Front-End Developer
108098.0,Germany,Books / Physical media,Front-End Developer
97288.0,Germany,Online forum and resources,Front-End Developer
62697.0,Netherlands,Books / Physical media,Back-End Developer
,United States of America,Online forum and resources,Fullstack Developer
,France,Books / Physical media,Academic researcher
36324.0,Austria,Online forum and resources,Data Scientist
36324.0,Netherlands,Online forum and resources,Front-End Developer
778308.0,France,Online forum and resources,Front-End Developer
16752.0,India,School,Fullstack Developer
85608.0,Netherlands,School,Mobile Developer
,United States of America,Books / Physical media,Front-End Developer
,United States of America,Online forum and resources,Back-End Developer
180000.0,United States of America,School,Back-End Developer
35000.0,Russian Federation,Online forum and resources,Front-End Developer
74112.0,New Zealand,Online Courses or Certification,Front-End Developer
64860.0,France,Coding Bootcamp,Fullstack Developer
52000.0,United States of America,School,Front-End Developer
76668.0,New Zealand,Books / Physical media,Back-End Developer
55224.0,Sweden,School,Mobile Developer
42528.0,Poland,Online forum and resources,Front-End Developer
51636.0,Poland,Online forum and resources,Back-End Developer
,Bulgaria,Other,Front-End Developer
49092.0,Sweden,School,Fullstack Developer
47567.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
,Spain,Online forum and resources,Fullstack Developer
29186.0,Spain,School,Fullstack Developer
57312.0,Denmark,Online forum and resources,Fullstack Developer
37752.0,Russian Federation,Books / Physical media,Fullstack Developer
32424.0,Serbia,Online forum and resources,Back-End Developer
83364.0,Denmark,Online forum and resources,Front-End Developer
86478.0,Spain,Online Courses or Certification,Developer_ QA or test
38916.0,Republic of Moldova,"Colleague, friend or family",Fullstack Developer
,Germany,Online forum and resources,Developer_ game or graphics
17296.0,France,Online forum and resources,Front-End Developer
49012.0,France,Online forum and resources,Fullstack Developer
29616.0,South Africa,Online forum and resources,Fullstack Developer
38916.0,Netherlands,School,Fullstack Developer
2796.0,Israel,Online forum and resources,Developer_ desktop or enterprise applications
102693.0,Germany,"Colleague, friend or family",Engineering manager
325000.0,United States of America,School,Fullstack Developer
,United States of America,Online forum and resources,Front-End Developer
70048.0,Germany,Online forum and resources,DevOps specialist
170000.0,United States of America,School,Front-End Developer
86478.0,Germany,School,Front-End Developer
,Netherlands,School,Fullstack Developer
31020.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
45396.0,Belgium,Online forum and resources,Fullstack Developer
52039.0,South Africa,Online forum and resources,Engineer_ data
54049.0,Germany,"Colleague, friend or family",Fullstack Developer
12894.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Developer_ desktop or enterprise applications
44172.0,Czech Republic,Online forum and resources,Back-End Developer
51888.0,Germany,School,Academic researcher
115000.0,United States of America,Online forum and resources,Developer_ embedded applications or devices
,Sweden,Online forum and resources,Fullstack Developer
85908.0,Sweden,"Colleague, friend or family",Front-End Developer
,Australia,School,Mobile Developer
,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
75669.0,Netherlands,Online forum and resources,Fullstack Developer
150000.0,United States of America,Online forum and resources,Engineer_ data
40392.0,Russian Federation,"Colleague, friend or family",Front-End Developer
63337.0,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Fullstack Developer
109871.0,United Kingdom of Great Britain and Northern Ireland,School,Engineer_ data
73678.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
79993.0,Germany,School,Engineering manager
,Australia,School,Senior Executive (C-Suite_ VP_ etc.)
51888.0,France,School,Fullstack Developer
61368.0,Sweden,School,Mobile Developer
125000.0,United States of America,Coding Bootcamp,Fullstack Developer
75669.0,Ireland,Books / Physical media,Fullstack Developer
74324.0,United Kingdom of Great Britain and Northern Ireland,School,Fullstack Developer
74324.0,United Kingdom of Great Britain and Northern Ireland,Coding Bootcamp,Fullstack Developer
97979.0,United Kingdom of Great Britain and Northern Ireland,School,Mobile Developer
,Pakistan,School,DevOps specialist
109871.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Engineering manager
71093.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
80000.0,United States of America,Online forum and resources,Fullstack Developer
23004.0,New Zealand,School,Mobile Developer
145417.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
,Germany,Online forum and resources,Engineer_ data
49119.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Mobile Developer
102693.0,Netherlands,Online forum and resources,Engineer_ data
752364.0,Germany,Online forum and resources,Fullstack Developer
972888.0,France,School,Fullstack Developer
921000.0,Austria,Online forum and resources,Mobile Developer
51887.0,Italy,Online forum and resources,Back-End Developer
87972.0,Hungary,Online forum and resources,Data Analyst
38915.0,Spain,Other,Developer_ desktop or enterprise applications
63337.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
49119.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
36444.0,Poland,School,Developer_ desktop or enterprise applications
,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Engineering manager
64630.0,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Fullstack Developer
105936.0,Ireland,Books / Physical media,DevOps specialist
,United States of America,Coding Bootcamp,DevOps specialist
24322.0,Austria,Online forum and resources,Back-End Developer
68507.0,United Kingdom of Great Britain and Northern Ireland,"Colleague, friend or family",Developer_ embedded applications or devices
96945.0,United Kingdom of Great Britain and Northern Ireland,"Colleague, friend or family",Back-End Developer
32429.0,Italy,Online forum and resources,Front-End Developer
,Germany,Online forum and resources,Fullstack Developer
41568.0,Czech Republic,Online forum and resources,Front-End Developer
13620.0,Germany,Online forum and resources,Fullstack Developer
1036824.0,Switzerland,Online forum and resources,Academic researcher
,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
140000.0,United States of America,Online forum and resources,DevOps specialist
129250.0,United Kingdom of Great Britain and Northern Ireland,Online Courses or Certification,Front-End Developer
56211.0,Ireland,School,Fullstack Developer
6360.0,Georgia,Online forum and resources,Fullstack Developer
55582.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
15511.0,United Kingdom of Great Britain and Northern Ireland,"Colleague, friend or family",Mobile Developer
,United Kingdom of Great Britain and Northern Ireland,"Colleague, friend or family",Front-End Developer
102102.0,Canada,Online forum and resources,Back-End Developer
37824.0,Uruguay,School,Back-End Developer
40572.0,Russian Federation,Online forum and resources,Back-End Developer
57492.0,Bulgaria,Coding Bootcamp,Fullstack Developer
84019.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Back-End Developer
66828.0,Poland,Online forum and resources,Mobile Developer
109871.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
89245.0,Canada,School,Developer_ desktop or enterprise applications
,South Africa,School,Fullstack Developer
88000.0,United States of America,Online forum and resources,Front-End Developer
82726.0,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Front-End Developer
,Australia,School,Developer_ desktop or enterprise applications
85608.0,Germany,Online forum and resources,Front-End Developer
87250.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
208416.0,Denmark,School,Developer_ embedded applications or devices
41077.0,France,Online forum and resources,Fullstack Developer
170000.0,United Kingdom of Great Britain and Northern Ireland,Other,Mobile Developer
51704.0,United Kingdom of Great Britain and Northern Ireland,Coding Bootcamp,Front-End Developer
,Russian Federation,Online forum and resources,Front-End Developer
63528.0,Brazil,Online forum and resources,Fullstack Developer
50208.0,Romania,Online forum and resources,Engineer_ data
33607.0,United Kingdom of Great Britain and Northern Ireland,School,Front-End Developer
,Germany,Online forum and resources,Fullstack Developer
19356.0,Portugal,School,Fullstack Developer
51704.0,United Kingdom of Great Britain and Northern Ireland,School,Front-End Developer
75000.0,United States of America,Online forum and resources,Mobile Developer
86478.0,Germany,School,Fullstack Developer
63816.0,Sweden,Books / Physical media,Fullstack Developer
107676.0,Denmark,Coding Bootcamp,Front-End Developer
77556.0,United Kingdom of Great Britain and Northern Ireland,Coding Bootcamp,Mobile Developer
,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Front-End Developer
30716.0,India,Online forum and resources,Mobile Developer
100214.0,Australia,School,Fullstack Developer
